clave_entidad,entidad_federativa,clave_municipio,municipio,grupo,poblacion,pobreza_porcentaje,carencia_rezago_educativo_porcentaje,carencia_servicios_de_salud_porcentaje,carencia_seguridad_social_porcentaje,carencia_calidad_espacios_vivienda_porcentaje,carencia_servicios_basicos_vivienda_porcentaje,carencia_alimentacion_nutritiva_calidad_porcentaje,ingreso_inferior_a_lpi_porcentaje,periodo,entidad,entidad_federativa_etq
7,Chiapas,7064,Oxchuc,Población por sexo: mujeres,27674,98.100756,33.043059,6.855407,88.301341,58.052323,94.300749,12.784407,98.750797,2020-01-01,Chiapas,Chiapas
7,Chiapas,7065,Palenque,Población por sexo: mujeres,70561,69.696588,28.128574,34.909129,83.676365,18.146083,64.942655,38.196507,71.406917,2020-01-01,Chiapas,Chiapas
7,Chiapas,7066,Pantelhó,Población por sexo: mujeres,13604,97.950782,55.70393,27.867226,88.683709,47.264403,85.104922,16.848531,98.57871,2020-01-01,Chiapas,Chiapas
7,Chiapas,7067,Pantepec,Población por sexo: mujeres,6205,88.491786,31.306143,19.104214,91.469679,24.433588,85.161739,-999.0,88.796456,2020-01-01,Chiapas,Chiapas
7,Chiapas,7068,Pichucalco,Población por sexo: mujeres,17593,61.335362,26.495296,37.716233,81.847247,13.398154,56.883428,-999.0,63.357363,2020-01-01,Chiapas,Chiapas
7,Chiapas,7069,Pijijiapan,Población por sexo: mujeres,29293,68.523521,27.634696,50.418357,80.001373,14.958768,57.862591,27.210759,70.433791,2020-01-01,Chiapas,Chiapas
7,Chiapas,7070,El Porvenir,Población por sexo: mujeres,4784,94.367979,26.838807,-999.0,90.787692,15.266776,-999.0,-999.0,95.963641,2020-01-01,Chiapas,Chiapas
7,Chiapas,7071,Villa Comaltitlán,Población por sexo: mujeres,19226,56.315956,30.284276,52.784141,83.444329,17.410965,75.34679,23.154402,57.205093,2020-01-01,Chiapas,Chiapas
7,Chiapas,7072,Pueblo Nuevo Solistahuacán,Población por sexo: mujeres,13506,92.386622,36.346802,32.469904,92.798093,25.516224,61.427828,31.315575,92.988281,2020-01-01,Chiapas,Chiapas
7,Chiapas,7073,Rayón,Población por sexo: mujeres,5320,85.628882,25.683042,32.084679,82.082359,17.358409,53.894217,30.55128,88.182261,2020-01-01,Chiapas,Chiapas
7,Chiapas,7074,Reforma,Población por sexo: mujeres,23354,57.854998,25.212147,39.383363,74.485819,16.871547,45.423367,42.632744,60.490309,2020-01-01,Chiapas,Chiapas
7,Chiapas,7075,Las Rosas,Población por sexo: mujeres,14246,89.94801,42.796441,16.546494,88.250647,15.679315,75.918142,18.310195,91.814206,2020-01-01,Chiapas,Chiapas
7,Chiapas,7076,Sabanilla,Población por sexo: mujeres,16031,93.643523,34.517867,-999.0,78.541526,18.729581,95.839241,-999.0,93.849536,2020-01-01,Chiapas,Chiapas
7,Chiapas,7077,Salto de Agua,Población por sexo: mujeres,32822,86.379408,36.614276,23.52992,85.291314,24.945061,92.07216,19.645226,86.641792,2020-01-01,Chiapas,Chiapas
7,Chiapas,7078,San Cristóbal de las Casas,Población por sexo: mujeres,108758,66.837089,26.876176,49.455271,77.750089,11.919919,24.186349,24.843701,70.948798,2020-01-01,Chiapas,Chiapas
7,Chiapas,7079,San Fernando,Población por sexo: mujeres,21120,61.995906,37.042928,40.231673,81.023136,13.112123,42.305194,10.214631,63.817504,2020-01-01,Chiapas,Chiapas
7,Chiapas,7080,Siltepec,Población por sexo: mujeres,9199,92.113981,31.022102,5.177408,90.663595,18.795229,12.881564,-999.0,93.906731,2020-01-01,Chiapas,Chiapas
7,Chiapas,7081,Simojovel,Población por sexo: mujeres,25967,95.59781,42.804536,42.390404,92.761186,28.933521,85.184534,-999.0,95.93478,2020-01-01,Chiapas,Chiapas
7,Chiapas,7082,Sitalá,Población por sexo: mujeres,7981,97.362656,58.096828,25.491203,93.02684,53.049955,93.540516,22.820085,97.530756,2020-01-01,Chiapas,Chiapas
7,Chiapas,7083,Socoltenango,Población por sexo: mujeres,10063,73.952429,36.575647,16.871077,71.236508,10.689346,66.0919,29.359979,77.021571,2020-01-01,Chiapas,Chiapas
7,Chiapas,7084,Solosuchiapa,Población por sexo: mujeres,4306,75.172751,32.378907,13.791458,91.052255,26.65235,62.872823,-999.0,75.691482,2020-01-01,Chiapas,Chiapas
7,Chiapas,7085,Soyaló,Población por sexo: mujeres,4759,91.174309,36.476982,15.953078,86.655761,21.390261,61.080114,32.056747,92.912437,2020-01-01,Chiapas,Chiapas
7,Chiapas,7086,Suchiapa,Población por sexo: mujeres,12775,71.817332,26.35402,45.201588,78.651231,20.188577,53.773526,26.7307,73.791865,2020-01-01,Chiapas,Chiapas
7,Chiapas,7087,Suchiate,Población por sexo: mujeres,21448,63.785993,37.032436,41.915088,79.288583,27.208711,62.128358,31.152782,65.970297,2020-01-01,Chiapas,Chiapas
7,Chiapas,7088,Sunuapa,Población por sexo: mujeres,1146,66.957257,22.439893,26.447017,87.978629,19.857524,78.272484,16.473731,67.413179,2020-01-01,Chiapas,Chiapas
7,Chiapas,7089,Tapachula,Población por sexo: mujeres,185347,58.550751,23.087386,53.161272,64.096745,14.269167,34.014905,21.068057,64.719612,2020-01-01,Chiapas,Chiapas
7,Chiapas,7090,Tapalapa,Población por sexo: mujeres,2365,78.701276,27.58469,19.181698,86.273647,34.623845,67.135944,-999.0,79.440387,2020-01-01,Chiapas,Chiapas
7,Chiapas,7091,Tapilula,Población por sexo: mujeres,7114,74.114247,18.551355,20.787236,87.281462,14.161036,57.775777,29.101832,75.294251,2020-01-01,Chiapas,Chiapas
7,Chiapas,7092,Tecpatán,Población por sexo: mujeres,11744,83.358556,36.453802,40.658916,88.789254,16.762971,74.238438,24.594289,83.995268,2020-01-01,Chiapas,Chiapas
7,Chiapas,7093,Tenejapa,Población por sexo: mujeres,25086,97.079679,47.676883,13.392566,74.669873,39.892403,81.940822,14.2403,98.222978,2020-01-01,Chiapas,Chiapas
7,Chiapas,7094,Teopisca,Población por sexo: mujeres,21740,91.983846,49.56656,17.229015,90.671567,18.754901,54.197957,27.959452,92.751514,2020-01-01,Chiapas,Chiapas
7,Chiapas,7096,Tila,Población por sexo: mujeres,36721,98.271745,37.266672,18.604476,89.355499,35.950648,96.202804,21.126769,98.364805,2020-01-01,Chiapas,Chiapas
7,Chiapas,7097,Tonalá,Población por sexo: mujeres,48888,60.445673,22.254825,42.000802,66.322328,10.785184,39.477832,25.163785,65.67642,2020-01-01,Chiapas,Chiapas
7,Chiapas,7098,Totolapa,Población por sexo: mujeres,3556,94.487311,42.999715,-999.0,89.620758,-999.0,76.133447,-999.0,94.972341,2020-01-01,Chiapas,Chiapas
7,Chiapas,7099,La Trinitaria,Población por sexo: mujeres,46545,87.949779,36.677978,21.851628,87.485885,5.905016,67.771768,27.836733,89.466891,2020-01-01,Chiapas,Chiapas
7,Chiapas,7100,Tumbalá,Población por sexo: mujeres,19701,96.011987,41.739629,17.323327,80.315822,33.849281,90.634772,14.410048,97.121222,2020-01-01,Chiapas,Chiapas
7,Chiapas,7101,Tuxtla Gutiérrez,Población por sexo: mujeres,306246,45.766282,14.628715,43.232587,58.077564,9.7249,13.967762,14.591044,53.245522,2020-01-01,Chiapas,Chiapas
7,Chiapas,7102,Tuxtla Chico,Población por sexo: mujeres,24488,65.49346,23.225546,45.406364,72.525686,15.061696,67.965271,23.917546,67.39721,2020-01-01,Chiapas,Chiapas
7,Chiapas,7103,Tuzantán,Población por sexo: mujeres,16928,69.055049,27.282942,52.636108,77.996555,19.936721,63.294887,24.942194,70.523323,2020-01-01,Chiapas,Chiapas
7,Chiapas,7104,Tzimol,Población por sexo: mujeres,9037,81.195466,36.337221,31.507257,82.93101,7.43529,59.899917,17.107934,83.01447,2020-01-01,Chiapas,Chiapas
7,Chiapas,7105,Unión Juárez,Población por sexo: mujeres,8103,69.6877,21.931013,38.401997,75.623024,15.320061,49.485635,15.31615,72.515342,2020-01-01,Chiapas,Chiapas
7,Chiapas,7106,Venustiano Carranza,Población por sexo: mujeres,33919,85.494639,44.364075,52.605968,85.002132,-999.0,75.231554,30.283483,87.937891,2020-01-01,Chiapas,Chiapas
7,Chiapas,7107,Villa Corzo,Población por sexo: mujeres,33646,82.547689,30.292579,49.521355,85.632743,22.781686,61.67527,28.165718,84.181396,2020-01-01,Chiapas,Chiapas
7,Chiapas,7108,Villaflores,Población por sexo: mujeres,58509,69.75268,23.926229,53.470729,80.317758,14.850009,40.350362,27.424702,71.578998,2020-01-01,Chiapas,Chiapas
7,Chiapas,7109,Yajalón,Población por sexo: mujeres,18552,89.870535,39.017533,-999.0,87.070303,25.979502,78.925817,-999.0,90.605919,2020-01-01,Chiapas,Chiapas
7,Chiapas,7110,San Lucas,Población por sexo: mujeres,3805,88.154854,37.683873,-999.0,81.626103,50.254079,78.871356,43.567799,89.074084,2020-01-01,Chiapas,Chiapas
7,Chiapas,7111,Zinacantán,Población por sexo: mujeres,24490,96.797626,61.73115,16.170589,92.18204,37.132152,66.021134,32.176988,97.114217,2020-01-01,Chiapas,Chiapas
7,Chiapas,7112,San Juan Cancuc,Población por sexo: mujeres,19612,99.25581,49.760292,16.3679,83.850964,53.741532,99.025534,12.016675,99.400104,2020-01-01,Chiapas,Chiapas
7,Chiapas,7113,Aldama,Población por sexo: mujeres,4467,98.996555,44.37299,12.999541,95.819936,43.661001,79.421222,20.73955,98.996555,2020-01-01,Chiapas,Chiapas
7,Chiapas,7114,Benemérito de las Américas,Población por sexo: mujeres,12741,76.158622,36.054063,31.402354,74.63868,18.64731,76.67762,26.008147,77.404657,2020-01-01,Chiapas,Chiapas
7,Chiapas,7115,Maravilla Tenejapa,Población por sexo: mujeres,7427,95.306282,46.047293,12.39681,80.957045,38.701553,85.15461,-999.0,96.876172,2020-01-01,Chiapas,Chiapas
7,Chiapas,7116,Marqués de Comillas,Población por sexo: mujeres,6524,77.717967,36.656098,-999.0,72.127735,19.921671,86.56238,-999.0,80.292358,2020-01-01,Chiapas,Chiapas
7,Chiapas,7117,Montecristo de Guerrero,Población por sexo: mujeres,4212,93.06845,39.021451,11.159315,94.094963,28.922632,24.849361,-999.0,93.751506,2020-01-01,Chiapas,Chiapas
7,Chiapas,7118,San Andrés Duraznal,Población por sexo: mujeres,3150,98.521655,53.522948,15.287654,83.904331,33.32256,83.807369,20.038785,99.709761,2020-01-01,Chiapas,Chiapas
7,Chiapas,7119,Santiago el Pinar,Población por sexo: mujeres,2535,97.41899,46.747475,6.707071,91.393939,51.878788,84.727273,33.69697,97.935354,2020-01-01,Chiapas,Chiapas
7,Chiapas,7120,Capitán Luis Ángel Vidal,Población por sexo: mujeres,2055,92.785607,41.57921,7.846077,94.902549,39.230385,-999.0,11.494253,93.046977,2020-01-01,Chiapas,Chiapas
7,Chiapas,7121,Rincón Chamula San Pedro,Población por sexo: mujeres,4717,97.948309,46.241654,19.08249,89.144949,44.410941,57.333621,55.136765,97.989877,2020-01-01,Chiapas,Chiapas
7,Chiapas,7122,El Parral,Población por sexo: mujeres,7778,78.537651,30.420482,34.85907,81.263665,19.429198,56.314322,25.85284,80.45865,2020-01-01,Chiapas,Chiapas
7,Chiapas,7123,Emiliano Zapata,Población por sexo: mujeres,5870,72.770151,27.843459,49.197247,77.498908,14.414295,53.395306,30.965273,74.983493,2020-01-01,Chiapas,Chiapas
7,Chiapas,7124,Mezcalapa,Población por sexo: mujeres,12937,79.517336,34.5517,41.319724,85.633429,16.776429,68.115214,-999.0,80.566189,2020-01-01,Chiapas,Chiapas
7,Chiapas,7125,Honduras de la Sierra,Población por sexo: mujeres,-888,-888.0,-888.0,-888.0,-888.0,-888.0,-888.0,-888.0,-888.0,2020-01-01,Chiapas,Chiapas
8,Chihuahua,8001,Ahumada,Población por sexo: mujeres,7092,38.414489,19.994961,6.090893,49.663332,5.843911,-999.0,16.126528,52.199826,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8002,Aldama,Población por sexo: mujeres,13099,24.870191,9.17348,6.334007,47.845302,3.465175,-999.0,7.282256,37.66877,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8003,Allende,Población por sexo: mujeres,4461,19.904288,12.769486,11.940299,31.058991,-999.0,-999.0,5.709548,36.166785,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8004,Aquiles Serdán,Población por sexo: mujeres,12607,30.439714,8.586139,7.515248,35.701309,-999.0,-999.0,14.823234,53.182129,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8005,Ascensión,Población por sexo: mujeres,13875,43.297119,23.314823,32.106991,71.448591,8.453135,-999.0,19.700117,49.009099,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8006,Bachíniva,Población por sexo: mujeres,3079,-999.0,26.855368,8.491543,62.6165,5.17777,9.45806,9.975837,-999.0,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8007,Balleza,Población por sexo: mujeres,8650,64.793342,49.337953,12.968692,75.770325,35.354535,61.403292,50.11756,65.683826,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8008,Batopilas de Manuel Gómez Morín,Población por sexo: mujeres,5892,92.617377,60.874357,12.049963,87.362234,64.474651,84.496694,41.862601,93.475018,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8009,Bocoyna,Población por sexo: mujeres,12562,55.030055,24.742268,4.208407,43.063937,16.400334,35.758761,19.245556,73.504569,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8010,Buenaventura,Población por sexo: mujeres,12956,46.736158,24.397582,18.94645,67.12176,8.911732,4.736291,13.660447,54.955249,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8011,Camargo,Población por sexo: mujeres,24619,27.432812,11.185734,10.366244,45.900412,3.60343,-999.0,6.584372,41.013037,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8012,Carichí,Población por sexo: mujeres,4295,56.263132,53.88999,19.301288,82.581764,42.269574,57.928642,26.337958,56.940535,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8013,Casas Grandes,Población por sexo: mujeres,6143,33.484362,16.065612,26.895886,55.61674,-999.0,4.094952,18.916913,43.029019,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8014,Coronado,Población por sexo: mujeres,1022,-999.0,16.841004,9.309623,74.58159,-999.0,-999.0,9.100418,-999.0,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8015,Coyame del Sotol,Población por sexo: mujeres,609,-999.0,30.472103,-999.0,83.690987,-999.0,-999.0,-999.0,-999.0,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8016,La Cruz,Población por sexo: mujeres,1900,15.52081,15.804274,8.605174,69.066367,-999.0,-999.0,6.63667,17.537683,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8017,Cuauhtémoc,Población por sexo: mujeres,93597,24.782232,14.329788,8.644144,46.041273,4.680348,-999.0,15.328248,35.548554,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8018,Cusihuiriachi,Población por sexo: mujeres,2566,29.175062,34.062758,-999.0,62.592898,9.000826,-999.0,8.629232,34.414121,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8019,Chihuahua,Población por sexo: mujeres,496780,15.372016,5.985763,11.340071,31.516406,1.958957,-999.0,9.779737,25.643947,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8020,Chínipas,Población por sexo: mujeres,3187,52.717683,28.801072,-999.0,77.729404,28.667113,44.239786,-999.0,54.341929,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8021,Delicias,Población por sexo: mujeres,79795,20.818605,8.966018,13.001454,27.651184,2.142149,-999.0,11.285568,37.328897,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8022,Dr. Belisario Domínguez,Población por sexo: mujeres,1267,39.639386,31.543052,6.479113,78.601876,-999.0,-999.0,9.803922,41.631714,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8023,Galeana,Población por sexo: mujeres,3540,32.268711,23.474602,30.598136,86.774872,11.33153,-999.0,7.634506,33.616772,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8024,Santa Isabel,Población por sexo: mujeres,2017,-999.0,22.887701,8.770053,70.962567,-999.0,-999.0,4.919786,-999.0,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8025,Gómez Farías,Población por sexo: mujeres,3731,31.745221,21.854494,2.596291,56.57632,4.650499,-999.0,18.944365,38.35321,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8026,Gran Morelos,Población por sexo: mujeres,1256,24.038726,27.796902,5.421687,64.199656,-999.0,-999.0,12.736661,26.730637,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8027,Guachochi,Población por sexo: mujeres,25818,64.767325,34.995097,17.962822,66.690031,35.189819,46.050179,46.899026,73.062484,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8028,Guadalupe,Población por sexo: mujeres,2147,18.736978,22.898401,-999.0,46.364105,4.951006,-999.0,5.466735,24.994327,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8029,Guadalupe y Calvo,Población por sexo: mujeres,23985,77.079436,34.510163,11.331768,74.417556,38.421249,58.820333,34.886498,78.480085,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8030,Guazapares,Población por sexo: mujeres,4245,68.205141,36.56754,16.910282,84.803427,35.685484,42.590726,12.953629,69.974294,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8031,Guerrero,Población por sexo: mujeres,18011,42.572901,20.83575,9.923094,65.286941,9.880918,23.672404,21.358165,49.174969,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8032,Hidalgo del Parral,Población por sexo: mujeres,62906,30.116364,9.99065,11.612084,37.629403,4.336857,-999.0,10.931978,47.813279,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8033,Huejotitán,Población por sexo: mujeres,433,37.506173,30.37037,-999.0,79.012346,-999.0,-999.0,-999.0,39.25679,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8034,Ignacio Zaragoza,Población por sexo: mujeres,2706,27.566431,22.955975,6.132075,55.699686,-999.0,4.834906,5.188679,33.856132,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8035,Janos,Población por sexo: mujeres,5146,35.908195,34.034958,15.676511,80.036862,8.921088,-999.0,9.781475,39.014776,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8036,Jiménez,Población por sexo: mujeres,21211,37.885541,11.24681,11.455112,50.300792,6.166019,-999.0,11.650665,51.555202,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8037,Juárez,Población por sexo: mujeres,795263,23.854259,11.576908,19.570598,31.503093,5.269769,-999.0,11.768494,36.856734,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8038,Julimes,Población por sexo: mujeres,2564,21.648918,20.715474,-999.0,59.400998,5.116473,-999.0,9.151414,26.304493,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8039,López,Población por sexo: mujeres,2104,-999.0,15.983394,2.957966,65.74987,7.005708,-999.0,9.185262,-999.0,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8040,Madera,Población por sexo: mujeres,13391,41.808918,19.188293,12.441327,54.846697,6.190346,14.830639,16.825512,54.381335,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8041,Maguarichi,Población por sexo: mujeres,716,76.864947,36.267071,-999.0,85.735964,39.150228,51.138088,20.182094,79.505311,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8042,Manuel Benavides,Población por sexo: mujeres,581,-999.0,33.333333,-999.0,81.417625,-999.0,-999.0,-999.0,-999.0,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8043,Matachí,Población por sexo: mujeres,1382,29.004648,21.843532,10.689388,62.81952,4.260263,-999.0,-999.0,32.663826,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8044,Matamoros,Población por sexo: mujeres,2259,29.465161,18.020183,-999.0,48.870735,6.631427,-999.0,-999.0,38.335896,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8045,Meoqui,Población por sexo: mujeres,23538,30.662285,14.991567,18.908417,39.706898,6.419583,-999.0,15.907302,45.127529,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8046,Morelos,Población por sexo: mujeres,3757,77.905105,43.495818,27.228151,62.676666,43.553504,61.869051,45.111047,82.4364,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8047,Moris,Población por sexo: mujeres,2219,62.62464,32.358581,33.844679,84.563758,14.717162,16.874401,10.306807,63.569511,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8048,Namiquipa,Población por sexo: mujeres,11520,17.929761,25.1601,18.011359,67.805995,4.910692,-999.0,10.989958,20.013542,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8049,Nonoava,Población por sexo: mujeres,1433,43.866223,31.042129,7.834442,83.074649,16.851441,25.055432,25.646711,44.906135,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8050,Nuevo Casas Grandes,Población por sexo: mujeres,36395,28.56838,10.798097,21.32262,40.95235,-999.0,-999.0,16.753643,42.048789,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8051,Ocampo,Población por sexo: mujeres,4254,40.932896,25.454087,18.062563,67.583249,18.895055,27.598385,12.537841,44.471241,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8052,Ojinaga,Población por sexo: mujeres,12217,29.642826,18.614953,11.202194,59.427865,4.866959,-999.0,5.954669,36.116072,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8053,Praxedis G. Guerrero,Población por sexo: mujeres,2629,13.859967,28.130148,9.637562,53.583196,3.665568,7.413509,15.980231,15.945222,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8054,Riva Palacio,Población por sexo: mujeres,3881,-999.0,34.827775,10.060142,74.630946,-999.0,-999.0,-999.0,-999.0,2020-01-01,Chihuahua,Chihuahua
8,Chihuahua,8055,Rosales,Población por sexo: mujeres,8531,25.895378,14.660027,13.256306,39.080111,2.829745,-999.0,11.300354,39.666324,2020-01-01,Chihuahua,Chihuahua
